poreDomain,histLength,phi,CL-Con,Temperature,damp,N_heat,N_isot
79.4,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
79.6,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
79.8,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
80.0,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
80.2,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
80.4,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
80.6,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
80.8,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
81.0,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
81.2,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
81.4,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
81.6,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
81.8,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
82.0,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
82.2,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
82.4,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
82.6,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
82.8,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
83.0,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
83.2,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
83.4,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
83.6,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
83.8,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
84.0,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
84.2,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
84.4,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
84.6,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
84.8,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
85.0,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
85.2,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
85.4,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
85.6,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
85.8,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
86.0,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
86.2,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
86.4,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
86.6,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
86.8,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
87.0,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
87.2,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
87.4,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
87.6,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
87.8,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
88.0,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
88.2,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
88.4,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
88.6,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
88.8,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
89.0,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
89.2,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
89.4,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
89.6,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
89.8,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
90.0,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
90.2,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
90.4,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
90.6,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
90.8,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
91.0,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
91.2,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
91.4,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
91.6,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
91.8,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
92.0,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
92.2,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
92.4,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6
