poreDomain,histLength,phi,CL-Con,Temperature,damp,N_heat,N_isot
79.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
79.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
79.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
80.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
80.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
80.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
80.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
80.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
81.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
81.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
81.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
81.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
81.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
82.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
82.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
82.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
82.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
82.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
83.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
83.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
83.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
83.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
83.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
84.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
84.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
84.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
84.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
84.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
85.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
85.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
85.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
85.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
85.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
86.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
86.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
86.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
86.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
86.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
87.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
87.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
87.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
87.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
87.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
88.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
88.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
88.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
88.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
88.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
89.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
89.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
89.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
89.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
89.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
90.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
90.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
90.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
90.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
90.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
91.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
91.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
91.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
91.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
91.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
92.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
92.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
92.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
92.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
92.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
93.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
93.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
93.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
93.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
93.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
94.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
94.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
94.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
94.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
94.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
95.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
95.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
95.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
95.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
95.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
96.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
96.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
96.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
96.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
96.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
97.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
97.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
97.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
97.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
97.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
98.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
98.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
98.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
98.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
98.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
99.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
99.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
99.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
99.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
99.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
100.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
100.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
100.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
100.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
100.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
101.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
101.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
101.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
101.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
101.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
102.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
102.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
102.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
102.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
102.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
103.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
103.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
103.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
103.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
103.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
104.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
104.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
104.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
104.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
104.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
105.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
105.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
105.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
105.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
105.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
106.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
106.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
106.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
106.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
106.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
107.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
107.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
107.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
107.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
107.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
108.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
108.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
108.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
108.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
108.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
109.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
109.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
109.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
109.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
109.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
110.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
110.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
110.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
110.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
110.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
111.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
111.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
111.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
111.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
111.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
112.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
112.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
112.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
112.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
112.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
113.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
113.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
113.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
113.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
113.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
114.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
114.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
114.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
114.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
114.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
115.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
115.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
115.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
115.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
115.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
116.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
116.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
116.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
116.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
116.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
117.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
117.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
117.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
117.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
117.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
118.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
118.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
118.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
118.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
118.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
119.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
119.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
119.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
119.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
119.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
120.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
120.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
120.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
120.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
120.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
121.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
121.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
121.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
121.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
121.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
122.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
122.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
122.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
122.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
122.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
123.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
123.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
123.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
123.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
123.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
124.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
124.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
124.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
124.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
124.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
125.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
125.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
125.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6
